,eng,aii
,"having a great and high wall; having twelve gates, and at the gates twelve angels; and names written on them, which are the names of the twelve tribes of the children of Israel.",ܘܐܝܬ ܠܗ ܫܘܪܐ ܪܒܐ ܘܪܡܐ ܘܐܝܬ ܠܗ ܬܪܥܐ ܬܪܥܤܪ ܘܥܠ ܬܪܥܐ ܡܠܐܟܐ ܬܪܥܤܪ ܘܫܡܗܝܗܘܢ ܟܬܝܒܐ ܐܝܠܝܢ ܕܐܝܬܝܗܘܢ ܫܡܗܐ ܕܬܪܥܤܪ ܫܒܛܐ ܕܐܝܤܪܝܠ
,On the east were three gates; and on the north three gates; and on the south three gates; and on the west three gates.,ܡܢ ܡܕܢܚܐ ܬܪܥܐ ܬܠܬܐ ܘܡܢ ܓܪܒܝܐ ܬܪܥܐ ܬܠܬܐ ܘܡܢ ܬܝܡܢܐ ܬܪܥܐ ܬܠܬܐ ܘܡܢ ܡܥܪܒܐ ܬܪܥܐ ܬܠܬܐ
,"The wall of the city had twelve foundations, and on them twelve names of the twelve Apostles of the Lamb.",ܘܫܘܪܐ ܕܡܕܝܢܬܐ ܐܝܬ ܠܗ ܫܬܐܤܐ ܬܪܬܥܤܪܐ ܘܥܠܝܗܝܢ ܬܪܥܤܪ ܫܡܗܐ ܕܫܠܝܚܘܗܝ ܕܒܪܐ
,"He who spoke with me had for a measure, a golden reed, to measure the city, its gates, and its walls.",ܘܗܘ ܕܡܡܠܠ ܗܘܐ ܥܡܝ ܐܝܬ ܗܘܐ ܥܠܘܗܝ ܩܢܝܐ ܕܡܫܘܚܬܐ ܕܕܗܒܐ ܠܡܡܫܚܗ ܠܡܕܝܢܬܐ ܘܠܫܘܪܗ
,"The city lies foursquare, and its length is as great as its breadth. He measured the city with the reed, Twelve thousand twelve stadia . Its length, breadth, and height are equal.",ܘܡܕܝܢܬܐ ܡܪܒܥܐܝܬ ܤܝܡܐ ܘܐܘܪܟܗ ܐܝܟ ܦܬܝܗ ܘܡܫܚܗ ܠܡܕܝܢܬܐ ܒܩܢܝܐ ܥܠ ܬܪܥܤܪ ܐܠܦܝܢ ܐܤܛܕܘܬܐ ܐܘܪܟܗ ܘܦܬܝܗ ܘܪܘܡܗ ܫܘܝܢ ܐܢܘܢ
,"Its wall is one hundred forty-four cubits, by the measure of a man, that is, of an angel.",ܘܡܫܚܗ ܠܫܘܪܗ ܡܐܐ ܘܐܪܒܥܝܢ ܘܐܪܒܥ ܐܡܝܢ ܒܡܫܘܚܬܐ ܕܐܢܫܐ ܐܝܕܐ ܕܐܝܬܝܗ ܕܡܠܐܟܐ
,"The construction of its wall was jasper. The city was pure gold, like pure glass.",ܘܕܘܡܤܐ ܕܫܘܪܗ ܝܫܦܗ ܘܡܕܝܢܬܐ ܕܕܗܒܐ ܕܟܝܐ ܒܕܡܘܬܐ ܕܙܓܘܓܝܬܐ ܕܟܝܬܐ
,"The foundations of the city's wall were adorned with all kinds of precious stones. The first foundation was jasper; the second, sapphire ; the third, chalcedony; the fourth, emerald;",ܘܫܬܐܤܐ ܕܫܘܪܐ ܕܡܕܝܢܬܐ ܒܟܐܦܐ ܝܩܝܪܬܐ ܡܨܒܬܢ ܘܫܬܐܤܬܐ ܩܕܡܝܬܐ ܝܫܦܗ ܘܕܬܪܬܝܢ ܤܦܝܠܐ ܘܕܬܠܬ ܩܪܟܕܢܐ ܘܕܐܪܒܥ ܙܡܪܓܕܐ
,"the fifth, sardonyx; the sixth, sardius; the seventh, chrysolite; the eighth, beryl; the ninth, topaz; the tenth, chrysoprasus; the eleventh, jacinth; and the twelfth, amethyst.",ܘܕܚܡܫ ܤܪܕܘܢ ܘܛܦܪܐ ܘܕܫܬ ܤܪܕܘܢ ܘܕܫܒܥ ܟܐܦ ܕܗܒܐ ܘܕܬܡܢܐ ܒܪܘܠܐ ܘܕܬܫܥ ܛܘܦܢܕܝܘܢ ܘܕܥܤܪ ܟܪܘܤܦܪܤܐ ܕܚܕܥܤܪܐ ܝܘܟܢܬܘܤ ܕܬܪܬܥܤܪܐ ܐܡܘܬܤܤ
,"The twelve gates were twelve pearls. Each one of the gates was made of one pearl. The street of the city was pure gold, like transparent glass.",ܘܬܪܥܤܪ ܬܪܥܐ ܘܬܪܬܥܤܪܐ ܡܪܓܢܝܬܐ ܚܕܐ ܠܚܕܐ ܘܟܠܚܕ ܡܢ ܬܪܥܐ ܐܝܬ ܗܘܐ ܡܢ ܚܕܐ ܡܪܓܢܝܬܐ ܘܫܘܩܐ ܕܝܢ ܕܡܕܝܢܬܐ ܕܕܗܒܐ ܕܟܝܐ ܐܝܟ ܙܓܘܓܝܬܐ ܐܝܬ ܒܗ
,"I saw no temple in it, for the Lord God, the Almighty, and the Lamb, are its temple.",ܘܗܝܟܠܐ ܠܐ ܚܙܝܬ ܒܗ ܡܪܝܐ ܓܝܪ ܐܠܗܐ ܐܚܝܕ ܟܠ ܗܘ ܐܝܬܘܗܝ ܗܝܟܠܗ
,"The city has no need for the sun, neither of the moon, to shine, for the very glory of God illuminated it, and its lamp is the Lamb.",ܘܠܐܡܪܐ ܘܠܡܕܝܢܬܐ ܠܐ ܡܬܒܥܐ ܫܡܫܐ ܘܠܐ ܤܗܪܐ ܕܢܢܗܪܘܢ ܠܗ ܬܫܒܘܚܬܗ ܓܝܪ ܕܐܠܗܐ ܐܢܗܪܬܗ ܘܫܪܓܗ ܐܝܬܘܗܝ ܐܡܪܐ
,The nations will walk in its light. The kings of the earth bring the glory and honor of the nations into it.,ܘܡܗܠܟܝܢ ܥܡܡܐ ܒܢܘܗܪܗ ܘܡܠܟܐ ܕܐܪܥܐ ܡܝܬܝܢ ܠܗ ܬܫܒܘܚܬܐ
,"Its gates will in no way be shut by day (for there will be no night there),",ܘܬܪܥܝܗ ܠܐ ܢܬܬܚܕܘܢ ܒܐܝܡܡܐ ܠܠܝܐ ܓܝܪ ܠܐ ܢܗܘܐ ܬܡܢ
,"There will in no way enter into it anything profane, or one who causes an abomination or a lie, but only those who are written in the Lamb's book of life.",ܘܠܐ ܢܗܘܐ ܬܡܢ ܟܠ ܛܡܐ ܘܕܥܒܕ ܡܤܝܒܘܬܐ ܘܕܓܠܘܬܐ ܐܠܐ ܐܢ ܐܝܠܝܢ ܕܟܬܝܒܢ ܒܟܬܒܗ ܕܐܡܪܐ
,"He showed me a river of water of life, clear as crystal, proceeding out of the throne of God and of the Lamb,",ܘܚܘܝܢܝ ܢܗܪܐ ܕܡܝܐ ܚܝܐ ܕܟܝܐ ܐܦ ܢܗܝܪܐ ܐܝܟ ܓܠܝܕܐ ܘܢܦܩ ܡܢ ܟܘܪܤܝܗ ܕܐܠܗܐ ܘܕܐܡܪܐ
,"in the middle of its street. On this side of the river and on that was the tree of life, bearing twelve kinds of fruits, yielding its fruit every month. The leaves of the tree were for the healing of the nations.",ܘܡܨܥܬ ܫܘܩܝܗ ܡܟܐ ܘܡܟܐ ܥܠ ܢܗܪܐ ܩܝܤܐ ܕܚܝܐ ܕܥܒܕ ܦܐܪܐ ܬܪܥܤܪ ܘܒܟܠ ܝܪܚ ܝܗܒ ܦܐܪܘܗܝ ܘܛܪܦܘܗܝ ܠܐܤܝܘܬܐ ܕܥܡܡܐ
,"There will be no curse any more. The throne of God and of the Lamb will be in it, and his servants serve him.",ܘܟܠ ܚܪܡܐ ܠܐ ܢܗܘܐ ܬܡܢ ܘܟܘܪܤܝܗ ܕܐܠܗܐ ܘܕܐܡܪܐ ܒܗ ܢܗܘܐ ܘܥܒܕܘܗܝ ܢܫܡܫܘܢܝܗܝ
,"They will see his face, and his name will be on their foreheads.",ܘܢܚܙܘܢ ܐܦܘܗܝ ܘܫܡܗ ܥܠ ܒܝܬ ܥܝܢܝܗܘܢ
,"There will be no night, and they need no lamp light; for the Lord God will illuminate them. They will reign forever and ever.",ܘܠܠܝܐ ܠܐ ܢܗܘܐ ܬܡܢ ܘܠܐ ܢܬܒܥܐ ܠܗܘܢ ܢܘܗܪܐ ܘܫܪܓܐ ܘܢܘܗܪܗ ܕܫܡܫܐ ܡܛܠ ܕܡܪܝܐ ܐܠܗܐ ܡܢܗܪ ܠܗܘܢ ܘܡܠܟܗܘܢ ܠܥܠܡ ܥܠܡܝܢ
,"He said to me, ""These words are faithful and true. The Lord God of the spirits of the prophets sent his angel to show to his bondservants the things which must happen soon.""",ܘܐܡܪ ܠܝ ܗܠܝܢ ܡܠܐ ܡܗܝܡܢܢ ܘܫܪܝܪܢ ܘܡܪܝܐ ܐܠܗܐ ܕܪܘܚܬܐ ܕܢܒܝܐ ܩܕܝܫܐ ܫܕܪ ܠܡܠܐܟܗ ܠܡܚܘܝܘ ܠܥܒܕܘܗܝ ܡܐ ܕܝܗܝܒ ܠܡܗܘܐ ܒܥܓܠ
,"""Behold, I come quickly. Blessed is he who keeps the words of the prophecy of this book.""",ܘܗܐ ܐܬܐ ܐܢܐ ܒܥܓܠ ܛܘܒܘܗܝ ܠܡܢ ܕܢܛܪ ܡܠܐ ܕܢܒܝܘܬܐ ܕܟܬܒܐ ܗܢܐ
,"Now I, John, am the one who heard and saw these things. When I heard and saw, I fell down to worship before the feet of the angel who had shown me these things.",ܐܢܐ ܝܘܚܢܢ ܕܚܙܐ ܘܫܡܥ ܗܠܝܢ ܘܟܕ ܚܙܝܬ ܘܫܡܥܬ ܢܦܠܬ ܠܡܤܓܕ ܩܕܡ ܪܓܠܘܗܝ ܕܡܠܐܟܐ ܕܡܚܘܐ ܠܝ ܗܠܝܢ
,"He said to me, ""See you don't do it! I am a fellow bondservant with you and with your brothers, the prophets, and with those who keep the words of this book. Worship God.""",ܘܐܡܪ ܠܝ ܚܙܝ ܠܐ ܟܢܬܟ ܐܝܬܝ ܘܕܐܚܝܟ ܢܒܝܐ ܘܕܐܝܠܝܢ ܕܢܛܪܝܢ ܗܠܝܢ ܡܠܐ ܕܟܬܒܐ ܗܢܐ ܠܐܠܗܐ ܤܓܘܕ
,"He said to me, ""Don't seal up the words of the prophecy of this book, for the time is at hand.",ܘܐܡܪ ܠܝ ܠܐ ܬܚܬܘܡ ܡܠܐ ܕܢܒܝܘܬܐ ܕܟܬܒܐ ܗܢܐ ܙܒܢܐ ܓܝܪ ܩܪܒ
,"""Behold, I come quickly. My reward is with me, to repay to each man according to his work.",ܗܐ ܐܬܐ ܐܢܐ ܡܚܕܐ ܘܐܓܪܝ ܥܡܝ ܘܐܬܠ ܠܟܠܢܫ ܐܝܟ ܥܒܕܗ
,"I am the Alpha and the Omega, the First and the Last, the Beginning and the End.",ܐܢܐ ܐܠܦ ܘܐܢܐ ܬܘ ܩܕܡܝܐ ܘܐܚܪܝܐ ܘܫܘܪܝܐ ܘܫܘܠܡܐ
,"Blessed are those who do his commandments, that they may have the right to the tree of life, and may enter in by the gates into the city.",ܛܘܒܝܗܘܢ ܠܕܥܒܕܝܢ ܦܘܩܕܢܘܗܝ ܢܗܘܐ ܫܘܠܛܢܗܘܢ ܥܠ ܩܝܤܐ ܕܚܝܐ ܘܒܬܪܥܐ ܢܥܠܘܢ ܠܡܕܝܢܬܐ
,"Outside are the dogs, the sorcerers, the sexually immoral, the murderers, the idolaters, and everyone who loves and practices falsehood.",ܘܙܢܝܐ ܘܩܛܘܠܐ ܘܦܠܚܝ ܦܬܟܪܐ ܠܒܪ ܘܛܡܐܐ ܘܚܪܫܐ ܘܟܠ ܚܙܝܝ ܘܥܒܕܝ ܕܓܠܘܬܐ
,"I, Jesus, have sent my angel to testify these things to you for the assemblies. I am the root and the offspring of David; the Bright and Morning Star.""",ܐܢܐ ܝܫܘܥ ܫܕܪܬ ܠܡܠܐܟܝ ܕܢܤܗܕ ܒܟܘܢ ܗܠܝܢ ܩܕܡ ܥܕܬܐ ܐܢܐ ܐܢܐ ܥܩܪܐ ܘܫܪܒܬܗ ܕܕܘܝܕ ܘܥܡܗ ܘܟܘܟܒ ܨܦܪܐ ܢܗܝܪܐ
,"I testify to everyone who hears the words of the prophecy of this book, if anyone adds to them, may God add to him the plagues which are written in this book.",ܡܤܗܕ ܐܢܐ ܠܟܠ ܕܫܡܥ ܡܠܬܐ ܕܢܒܝܘܬܐ ܕܟܬܒܐ ܗܢܐ ܕܐܝܢܐ ܕܢܤܝܡ ܥܠܝܗܝܢ ܢܤܝܡ ܥܠܘܗܝ ܐܠܗܐ ܡܚܘܬܐ ܕܟܬܝܒܢ ܒܟܬܒܐ ܗܢܐ
,"If anyone takes away from the words of the book of this prophecy, may God take away his part from the tree of life, and out of the holy city, which are written in this book.",ܘܐܝܢܐ ܕܡܒܨܪ ܡܢ ܡܠܐ ܕܟܬܒܐ ܕܢܒܝܘܬܐ ܗܕܐ ܢܒܨܪ ܐܠܗܐ ܡܢܬܗ ܡܢ ܩܝܤܐ ܕܚܝܐ ܘܡܢ ܡܕܝܢܬܐ ܩܕܝܫܬܐ ܐܝܠܝܢ ܕܟܬܝܒܢ ܒܟܬܒܐ ܗܢܐ
,"He who testifies these things says, ""Yes, I come quickly."" Amen! Yes, come, Lord Jesus.",ܐܡܪ ܟܕ ܡܤܗܕ ܗܠܝܢ ܐܝܢ ܐܬܐ ܐܢܐ ܒܥܓܠ ܬܐ ܡܪܝܐ ܝܫܘܥ
,"The book of the generation of Jesus Christ, the son of David, the son of Abraham.",ܟܬܒܐ ܕܝܠܝܕܘܬܗ ܕܝܫܘܥ ܡܫܝܚܐ ܒܪܗ ܕܕܘܝܕ ܒܪܗ ܕܐܒܪܗܡ
,Abraham begat Isaac; and Isaac begat Jacob; and Jacob begat Judas and his brethren;,ܐܒܪܗܡ ܐܘܠܕ ܠܐܝܤܚܩ ܐܝܤܚܩ ܐܘܠܕ ܠܝܥܩܘܒ ܝܥܩܘܒ ܐܘܠܕ ܠܝܗܘܕܐ ܘܠܐܚܘܗܝ
,And Judas begat Phares and Zara of Thamar; and Phares begat Esrom; and Esrom begat Aram;,ܝܗܘܕܐ ܐܘܠܕ ܠܦܪܨ ܘܠܙܪܚ ܡܢ ܬܡܪ ܦܪܨ ܐܘܠܕ ܠܚܨܪܘܢ ܚܨܪܘܢ ܐܘܠܕ ܠܐܪܡ
,And Aram begat Aminadab; and Aminadab begat Naasson; and Naasson begat Salmon;,ܐܪܡ ܐܘܠܕ ܠܥܡܝܢܕܒ ܥܡܝܢܕܒ ܐܘܠܕ ܠܢܚܫܘܢ ܢܚܫܘܢ ܐܘܠܕ ܠܤܠܡܘܢ
,And Salmon begat Booz of Rachab; and Booz begat Obed of Ruth; and Obed begat Jesse;,ܤܠܡܘܢ ܐܘܠܕ ܠܒܥܙ ܡܢ ܪܚܒ ܒܥܙ ܐܘܠܕ ܠܥܘܒܝܕ ܡܢ ܪܥܘܬ ܥܘܒܝܕ ܐܘܠܕ ܠܐܝܫܝ
,And Jesse begat David the king; and David the king begat Solomon of her that had been the wife of Urias;,ܐܝܫܝ ܐܘܠܕ ܠܕܘܝܕ ܡܠܟܐ ܕܘܝܕ ܐܘܠܕ ܠܫܠܝܡܘܢ ܡܢ ܐܢܬܬܗ ܕܐܘܪܝܐ
,And Solomon begat Roboam; and Roboam begat Abia; and Abia begat Asa;,ܫܠܝܡܘܢ ܐܘܠܕ ܠܪܚܒܥܡ ܪܚܒܥܡ ܐܘܠܕ ܠܐܒܝܐ ܐܒܝܐ ܐܘܠܕ ܠܐܤܐ
,And Asa begat Josaphat; and Josaphat begat Joram; and Joram begat Ozias;,ܐܤܐ ܐܘܠܕ ܠܝܗܘܫܦܛ ܝܗܘܫܦܛ ܐܘܠܕ ܠܝܘܪܡ ܝܘܪܡ ܐܘܠܕ ܠܥܘܙܝܐ
,And Ozias begat Joatham; and Joatham begat Achaz; and Achaz begat Ezekias;,ܥܘܙܝܐ ܐܘܠܕ ܠܝܘܬܡ ܝܘܬܡ ܐܘܠܕ ܠܐܚܙ ܐܚܙ ܐܘܠܕ ܠܚܙܩܝܐ
,And Ezekias begat Manasses; and Manasses begat Amon; and Amon begat Josias;,ܚܙܩܝܐ ܐܘܠܕ ܠܡܢܫܐ ܡܢܫܐ ܐܘܠܕ ܠܐܡܘܢ ܐܡܘܢ ܐܘܠܕ ܠܝܘܫܝܐ
,"And Josias begat Jechonias and his brethren, about the time they were carried away to Babylon:",ܝܘܫܝܐ ܐܘܠܕ ܠܝܘܟܢܝܐ ܘܠܐܚܘܗܝ ܒܓܠܘܬܐ ܕܒܒܠ
,"And after they were brought to Babylon, Jechonias begat Salathiel; and Salathiel begat Zorobabel;",ܡܢ ܒܬܪ ܓܠܘܬܐ ܕܝܢ ܕܒܒܠ ܝܘܟܢܝܐ ܐܘܠܕ ܠܫܠܬܐܝܠ ܫܠܬܐܝܠ ܐܘܠܕ ܠܙܘܪܒܒܠ
,And Zorobabel begat Abiud; and Abiud begat Eliakim; and Eliakim begat Azor;,ܙܘܪܒܒܠ ܐܘܠܕ ܠܐܒܝܘܕ ܐܒܝܘܕ ܐܘܠܕ ܠܐܠܝܩܝܡ ܐܠܝܩܝܡ ܐܘܠܕ ܠܥܙܘܪ
,And Azor begat Sadoc; and Sadoc begat Achim; and Achim begat Eliud;,ܥܙܘܪ ܐܘܠܕ ܠܙܕܘܩ ܙܕܘܩ ܐܘܠܕ ܠܐܟܝܢ ܐܟܝܢ ܐܘܠܕ ܠܐܠܝܘܕ
,And Eliud begat Eleazar; and Eleazar begat Matthan; and Matthan begat Jacob;,ܐܠܝܘܕ ܐܘܠܕ ܠܐܠܝܥܙܪ ܐܠܝܥܙܪ ܐܘܠܕ ܠܡܬܢ ܡܬܢ ܐܘܠܕ ܠܝܥܩܘܒ
,"And Jacob begat Joseph the husband of Mary, of whom was born Jesus, who is called Christ.",ܝܥܩܘܒ ܐܘܠܕ ܠܝܘܤܦ ܓܒܪܗ ܕܡܪܝܡ ܕܡܢܗ ܐܬܝܠܕ ܝܫܘܥ ܕܡܬܩܪܐ ܡܫܝܚܐ
,So all the generations from Abraham to David are fourteen generations; and from David until the carrying away into Babylon are fourteen generations; and from the carrying away into Babylon unto Christ are fourteen generations.,ܟܠܗܝܢ ܗܟܝܠ ܫܪܒܬܐ ܡܢ ܐܒܪܗܡ ܥܕܡܐ ܠܕܘܝܕ ܫܪܒܬܐ ܐܪܒܥܤܪܐ ܘܡܢ ܕܘܝܕ ܥܕܡܐ ܠܓܠܘܬܐ ܕܒܒܠ ܫܪܒܬܐ ܐܪܒܥܤܪܐ ܘܡܢ ܓܠܘܬܐ ܕܒܒܠ ܥܕܡܐ ܠܡܫܝܚܐ ܫܪܒܬܐ ܐܪܒܥܤܪܐ
,"Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost.",ܝܠܕܗ ܕܝܢ ܕܝܫܘܥ ܡܫܝܚܐ ܗܟܢܐ ܗܘܐ ܟܕ ܡܟܝܪܐ ܗܘܬ ܡܪܝܡ ܐܡܗ ܠܝܘܤܦ ܥܕܠܐ ܢܫܬܘܬܦܘܢ ܐܫܬܟܚܬ ܒܛܢܐ ܡܢ ܪܘܚܐ ܕܩܘܕܫܐ
,"Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily.",ܝܘܤܦ ܕܝܢ ܒܥܠܗ ܟܐܢܐ ܗܘܐ ܘܠܐ ܨܒܐ ܕܢܦܪܤܝܗ ܘܐܬܪܥܝ ܗܘܐ ܕܡܛܫܝܐܝܬ ܢܫܪܝܗ
,"But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost.",ܟܕ ܗܠܝܢ ܕܝܢ ܐܬܪܥܝ ܐܬܚܙܝ ܠܗ ܡܠܐܟܐ ܕܡܪܝܐ ܒܚܠܡܐ ܘܐܡܪ ܠܗ ܝܘܤܦ ܒܪܗ ܕܕܘܝܕ ܠܐ ܬܕܚܠ ܠܡܤܒ ܠܡܪܝܡ ܐܢܬܬܟ ܗܘ ܓܝܪ ܕܐܬܝܠܕ ܒܗ ܡܢ ܪܘܚܐ ܗܘ ܕܩܘܕܫܐ
,"And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins.",ܬܐܠܕ ܕܝܢ ܒܪܐ ܘܬܩܪܐ ܫܡܗ ܝܫܘܥ ܗܘ ܓܝܪ ܢܚܝܘܗܝ ܠܥܡܗ ܡܢ ܚܛܗܝܗܘܢ
,"Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,",ܗܕܐ ܕܝܢ ܟܠܗ ܕܗܘܬ ܕܢܬܡܠܐ ܡܕܡ ܕܐܬܐܡܪ ܡܢ ܡܪܝܐ ܒܝܕ ܢܒܝܐ
,"Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us.",ܕܗܐ ܒܬܘܠܬܐ ܬܒܛܢ ܘܬܐܠܕ ܒܪܐ ܘܢܩܪܘܢ ܫܡܗ ܥܡܢܘܐܝܠ ܕܡܬܬܪܓܡ ܥܡܢ ܐܠܗܢ
,"Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:",ܟܕ ܩܡ ܕܝܢ ܝܘܤܦ ܡܢ ܫܢܬܗ ܥܒܕ ܐܝܟܢܐ ܕܦܩܕ ܠܗ ܡܠܐܟܗ ܕܡܪܝܐ ܘܕܒܪܗ ܠܐܢܬܬܗ
,And knew her not till she had brought forth her firstborn son: and he called his name JESUS.,ܘܠܐ ܚܟܡܗ ܥܕܡܐ ܕܝܠܕܬܗ ܠܒܪܗ ܒܘܟܪܐ ܘܩܪܬ ܫܡܗ ܝܫܘܥ
,"Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,",ܟܕ ܕܝܢ ܐܬܝܠܕ ܝܫܘܥ ܒܒܝܬ ܠܚܡ ܕܝܗܘܕܐ ܒܝܘܡܝ ܗܪܘܕܤ ܡܠܟܐ ܐܬܘ ܡܓܘܫܐ ܡܢ ܡܕܢܚܐ ܠܐܘܪܫܠܡ
,"Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him.",ܘܐܡܪܝܢ ܐܝܟܘ ܡܠܟܐ ܕܝܗܘܕܝܐ ܕܐܬܝܠܕ ܚܙܝܢ ܓܝܪ ܟܘܟܒܗ ܒܡܕܢܚܐ ܘܐܬܝܢ ܠܡܤܓܕ ܠܗ
,"When Herod the king had heard these things, he was troubled, and all Jerusalem with him.",ܫܡܥ ܕܝܢ ܗܪܘܕܤ ܡܠܟܐ ܘܐܬܬܙܝܥ ܘܟܠܗ ܐܘܪܫܠܡ ܥܡܗ
,"And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born.",ܘܟܢܫ ܟܠܗܘܢ ܪܒܝ ܟܗܢܐ ܘܤܦܪܐ ܕܥܡܐ ܘܡܫܐܠ ܗܘܐ ܠܗܘܢ ܕܐܝܟܐ ܡܬܝܠܕ ܡܫܝܚܐ
,"And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,",ܗܢܘܢ ܕܝܢ ܐܡܪܘ ܒܒܝܬ ܠܚܡ ܕܝܗܘܕܐ ܗܟܢܐ ܓܝܪ ܟܬܝܒ ܒܢܒܝܐ
,"And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel.",ܐܦ ܐܢܬܝ ܒܝܬ ܠܚܡ ܕܝܗܘܕܐ ܠܐ ܗܘܝܬܝ ܒܨܝܪܐ ܒܡܠܟܐ ܕܝܗܘܕܐ ܡܢܟܝ ܓܝܪ ܢܦܘܩ ܡܠܟܐ ܕܗܘ ܢܪܥܝܘܗܝ ܠܥܡܝ ܐܝܤܪܐܝܠ
,"Then Herod, when he had privily called the wise men, inquired of them diligently what time the star appeared.",ܗܝܕܝܢ ܗܪܘܕܤ ܡܛܫܝܐܝܬ ܩܪܐ ܠܡܓܘܫܐ ܘܝܠܦ ܡܢܗܘܢ ܒܐܝܢܐ ܙܒܢܐ ܐܬܚܙܝ ܠܗܘܢ ܟܘܟܒܐ
,"And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also.",ܘܫܕܪ ܐܢܘܢ ܠܒܝܬ ܠܚܡ ܘܐܡܪ ܠܗܘܢ ܙܠܘ ܥܩܒܘ ܥܠ ܛܠܝܐ ܚܦܝܛܐܝܬ ܘܡܐ ܕܐܫܟܚܬܘܢܝܗܝ ܬܘ ܚܘܐܘܢܝ ܕܐܦ ܐܢܐ ܐܙܠ ܐܤܓܘܕ ܠܗ
,"When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was.",ܗܢܘܢ ܕܝܢ ܟܕ ܫܡܥܘ ܡܢ ܡܠܟܐ ܐܙܠܘ ܘܗܐ ܟܘܟܒܐ ܗܘ ܕܚܙܘ ܒܡܕܢܚܐ ܐܙܠ ܗܘܐ ܩܕܡܝܗܘܢ ܥܕܡܐ ܕܐܬܐ ܩܡ ܠܥܠ ܡܢ ܐܝܟܐ ܕܐܝܬܘܗܝ ܛܠܝܐ
,"When they saw the star, they rejoiced with exceeding great joy.",ܟܕ ܕܝܢ ܚܙܐܘܗܝ ܠܟܘܟܒܐ ܚܕܝܘ ܚܕܘܬܐ ܪܒܬܐ ܕܛܒ
,"And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh.",ܘܥܠܘ ܠܒܝܬܐ ܘܚܙܐܘܗܝ ܠܛܠܝܐ ܥܡ ܡܪܝܡ ܐܡܗ ܘܢܦܠܘ ܤܓܕܘ ܠܗ ܘܦܬܚܘ ܤܝܡܬܗܘܢ ܘܩܪܒܘ ܠܗ ܩܘܪܒܢܐ ܕܗܒܐ ܘܡܘܪܐ ܘܠܒܘܢܬܐ
,"And being warned of God in a dream that they should not return to Herod, they departed into their own country another way.",ܘܐܬܚܙܝ ܠܗܘܢ ܒܚܠܡܐ ܕܠܐ ܢܗܦܟܘܢ ܠܘܬ ܗܪܘܕܤ ܘܒܐܘܪܚܐ ܐܚܪܬܐ ܐܙܠܘ ܠܐܬܪܗܘܢ
,"And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him.",ܟܕ ܕܝܢ ܐܙܠܘ ܐܬܚܙܝ ܡܠܐܟܐ ܕܡܪܝܐ ܒܚܠܡܐ ܠܝܘܤܦ ܘܐܡܪ ܠܗ ܩܘܡ ܕܒܪ ܠܛܠܝܐ ܘܠܐܡܗ ܘܥܪܘܩ ܠܡܨܪܝܢ ܘܬܡܢ ܗܘܝ ܥܕܡܐ ܕܐܡܪ ܐܢܐ ܠܟ ܥܬܝܕ ܗܘ ܓܝܪ ܗܪܘܕܤ ܠܡܒܥܝܗ ܠܛܠܝܐ ܐܝܟ ܕܢܘܒܕܝܘܗܝ
,"When he arose, he took the young child and his mother by night, and departed into Egypt:",ܝܘܤܦ ܕܝܢ ܩܡ ܫܩܠܗ ܠܛܠܝܐ ܘܠܐܡܗ ܒܠܠܝܐ ܘܥܪܩ ܠܡܨܪܝܢ
,"And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son.",ܘܗܘܐ ܬܡܢ ܥܕܡܐ ܠܡܘܬܗ ܕܗܪܘܕܤ ܕܢܬܡܠܐ ܡܕܡ ܕܐܬܐܡܪ ܡܢ ܡܪܝܐ ܒܢܒܝܐ ܕܐܡܪ ܕܡܢ ܡܨܪܝܢ ܩܪܝܬ ܠܒܪܝ
